Date,Open,High,Low,Close,Volume
2021-03-22,164.57,165.26,163.08,164.19,1167244
2021-03-23,165.83,167.15,164.02,164.99,1455722
2021-03-24,164.49,165.14,162.94,164.1,1205553
2021-03-25,165.34,166.96,163.92,166.07,1221390
2021-03-26,164.69,165.88,164.2,164.8,1606191
2021-03-29,164.91,165.86,164.05,164.78,1056803
2021-03-30,166.41,167.6,165.24,166.32,985644
2021-03-31,164.07,164.41,162.83,163.8,993044
2021-04-01,164.84,166.59,164.07,165.3,1246350
2021-04-02,166.21,166.7,165.2,166.17,1234621
2021-04-05,166.95,168.27,165.44,166.74,1066832
2021-04-06,167.03,168.18,165.24,166.62,1182391
2021-04-07,165.85,168.08,165.07,166.25,1395332
2021-04-08,166.41,167.76,165.25,166.58,1168365
2021-04-09,164.48,166.27,163.07,165.83,1503885
2021-04-12,167.39,168.59,165.73,167.71,1337884
2021-04-13,166.24,167.16,164.73,166.5,1218369
2021-04-14,164.45,166.19,163.24,164.96,1007475
2021-04-15,165.04,166.45,164.19,164.96,958027
2021-04-16,164.59,166.82,163.08,164.62,1230807
2021-04-19,162.4,164.48,161.28,163.53,1023050
2021-04-20,164.96,165.92,163.56,164.85,1066726
2021-04-21,163.85,164.91,163.28,164.31,1061626
2021-04-22,164.81,165.93,163.61,164.57,852935
2021-04-23,162.73,164.69,161.5,163.37,1273646
2021-04-26,163.31,164.23,162.26,163.3,1147273
2021-04-27,163.32,165.09,161.93,163.47,994252
2021-04-28,163.21,164.2,162.05,163.06,961896
2021-04-29,162.03,163.54,161.31,161.97,1458082
2021-04-30,160.42,161.43,159.11,160.55,1366937
2021-05-03,160.86,162.53,158.96,161.63,1094441
2021-05-04,159.23,161.22,157.67,159.97,971788
2021-05-05,160.79,163.07,160.24,161.08,1319391
2021-05-06,160.52,161.0,160.03,160.52,875788
2021-05-07,159.24,160.94,157.75,159.54,1514607
2021-05-10,160.32,161.12,158.37,160.0,1399115
2021-05-11,159.83,161.95,159.05,159.97,733737
2021-05-12,159.34,161.32,158.25,159.82,1011681
2021-05-13,157.7,158.74,156.45,157.84,1448978
2021-05-14,158.09,159.45,156.47,157.97,1437831
2021-05-17,156.62,157.92,155.39,156.45,1373733
2021-05-18,155.52,156.76,153.52,154.58,1450855
2021-05-19,155.14,157.02,153.65,155.47,1115040
2021-05-20,155.64,156.69,154.32,155.67,1162172
2021-05-21,155.53,156.79,154.19,155.32,1098965
2021-05-24,153.52,154.78,152.08,153.53,1505962
2021-05-25,153.21,154.92,152.12,153.46,940008
2021-05-26,155.06,156.96,154.36,155.84,996445
2021-05-27,152.91,154.46,151.23,153.17,1607005
2021-05-28,152.29,153.81,150.89,152.83,971430
2021-05-31,152.04,155.06,150.35,152.9,1292904
2021-06-01,153.06,154.02,151.47,153.45,1052211
2021-06-02,153.14,154.86,152.54,153.66,1359514
2021-06-03,152.47,153.4,151.35,152.18,1835934
2021-06-04,152.86,154.59,151.47,152.56,1230349
2021-06-07,152.36,153.41,151.62,152.81,850697
2021-06-08,152.29,152.81,151.29,152.42,988450
2021-06-09,153.21,154.79,152.25,154.14,1417354
2021-06-10,152.51,154.04,151.75,152.76,983567
2021-06-11,153.24,153.81,151.99,153.04,916439
2021-06-14,152.67,153.86,150.8,152.25,1199684
2021-06-15,152.31,153.63,150.84,152.67,844263
2021-06-16,153.99,155.38,152.01,153.46,1752582
2021-06-17,151.14,152.84,149.82,151.9,1352082
2021-06-18,151.76,153.2,150.41,152.38,1300516
2021-06-21,152.64,154.21,151.21,152.28,1125006
2021-06-22,153.02,153.85,151.17,152.19,887806
2021-06-23,154.27,155.69,152.8,154.02,1542083
2021-06-24,156.64,157.56,155.6,156.66,1200857
2021-06-25,154.76,157.65,152.93,155.86,954682
2021-06-28,156.91,159.28,155.31,157.92,1439489
2021-06-29,156.5,157.26,155.02,156.43,1322429
2021-06-30,156.11,157.36,154.52,156.29,1162344
2021-07-01,153.73,155.58,152.7,154.28,1448222
2021-07-02,155.12,156.17,154.42,155.08,1010841
2021-07-05,154.29,155.51,153.03,154.23,1714559
2021-07-06,153.94,155.72,152.16,153.47,1010840
2021-07-07,154.14,154.94,152.88,154.07,1315648
2021-07-08,153.52,154.3,151.98,152.91,1332889
2021-07-09,151.13,152.69,149.58,151.12,1334989
2021-07-12,150.57,151.72,150.08,150.62,1029930
2021-07-13,151.39,152.64,149.81,150.85,1225022
2021-07-14,152.4,153.9,150.69,152.89,1779124
2021-07-15,156.09,157.04,153.12,154.68,2186548
2021-07-16,153.91,154.45,152.91,153.72,1315333
2021-07-19,153.55,154.54,152.53,153.36,1265819
2021-07-20,152.27,153.36,150.91,152.01,1731213
2021-07-21,152.77,153.9,150.73,151.83,971033
2021-07-22,152.04,153.48,150.43,151.64,1119538
2021-07-23,149.94,151.38,147.81,150.74,965122
2021-07-26,148.8,150.22,146.51,148.1,1136355
2021-07-27,149.57,151.04,148.08,149.74,1083901
2021-07-28,148.31,149.28,147.32,148.25,1065001
2021-07-29,148.57,151.01,147.53,149.21,1044872
2021-07-30,148.18,149.87,146.1,147.92,1279753
2021-08-02,146.13,147.64,144.9,146.46,1510052
2021-08-03,143.9,145.41,142.31,143.85,1464867
2021-08-04,144.34,145.15,142.99,144.48,950950
2021-08-05,143.95,145.17,141.0,142.99,1086722
2021-08-06,146.84,147.94,145.1,145.85,1235802
2021-08-09,146.1,146.81,144.39,146.07,1209513
2021-08-10,144.63,145.75,143.49,144.6,1292265
2021-08-11,144.71,145.78,143.01,144.9,1439462
2021-08-12,143.63,145.12,141.87,143.08,1131986
2021-08-13,142.17,143.95,141.03,142.33,1456210
2021-08-16,142.61,144.12,141.24,142.82,1224248
2021-08-17,143.94,144.78,141.9,143.45,1652737
2021-08-18,143.98,144.99,142.7,144.25,1065581
2021-08-19,142.95,144.11,141.79,142.97,1366063
2021-08-20,142.74,144.32,142.14,143.53,1399386
2021-08-23,143.79,144.99,142.57,143.44,1575188
2021-08-24,145.27,146.92,142.87,144.3,1278241
2021-08-25,143.64,144.98,141.3,143.28,962606
2021-08-26,144.41,145.42,141.89,143.68,862872
2021-08-27,142.91,145.06,141.78,143.33,1010806
2021-08-30,143.33,144.01,142.66,143.21,1368187
2021-08-31,143.83,145.08,143.12,144.3,1033418
2021-09-01,143.59,145.02,142.78,143.7,1626484
2021-09-02,143.43,145.63,141.55,143.05,1500480
2021-09-03,144.22,146.19,142.69,144.17,1106439
2021-09-06,144.71,146.83,143.87,145.42,1475069
2021-09-07,143.69,145.57,142.34,144.35,1151898
2021-09-08,144.47,146.45,143.26,145.16,1036830
2021-09-09,145.1,145.82,143.86,144.86,1038940
2021-09-10,147.58,148.77,145.68,146.54,1535381
2021-09-13,147.13,147.9,145.61,146.45,1026668
2021-09-14,147.41,149.56,146.46,148.35,970653
2021-09-15,148.85,150.1,146.8,148.14,1333357
2021-09-16,148.63,149.88,147.05,148.16,1084728
2021-09-17,149.48,151.04,148.6,150.26,1411202
2021-09-20,147.77,149.33,146.5,147.92,972232
2021-09-21,148.32,149.38,146.88,147.77,1088014
2021-09-22,149.94,151.3,148.44,149.66,1561256
2021-09-23,149.37,151.29,147.88,150.03,1595195
2021-09-24,151.45,152.47,150.12,151.14,1511774
2021-09-27,148.92,151.87,147.58,149.99,981322
2021-09-28,150.92,152.02,150.12,151.03,1039253
2021-09-29,154.0,155.2,152.67,153.43,1528866
2021-09-30,152.12,153.75,150.7,152.12,1190475
2021-10-01,151.04,152.44,150.25,151.29,1101956
2021-10-04,151.59,152.09,150.14,151.15,1422367
2021-10-05,151.54,152.72,149.84,151.05,1079661
2021-10-06,150.33,151.41,148.53,149.68,1266390
2021-10-07,151.95,153.34,150.55,151.51,826198
2021-10-08,152.64,153.3,151.5,152.1,1151994
2021-10-11,151.1,152.62,149.87,150.73,1620308
2021-10-12,151.57,152.48,150.43,151.43,1024391
2021-10-13,151.28,152.94,149.99,151.23,1102065
2021-10-14,150.26,151.23,148.96,150.38,1275875
2021-10-15,150.45,152.17,149.74,151.06,1173069
2021-10-18,148.37,150.09,146.58,148.85,1069991
2021-10-19,150.2,152.01,149.28,150.34,1253917
2021-10-20,150.04,150.73,149.27,149.92,1008018
2021-10-21,149.55,150.55,148.04,148.83,1307041
2021-10-22,147.28,148.68,146.56,147.3,1374731
2021-10-25,148.27,150.13,145.91,147.77,1287068
2021-10-26,149.97,151.21,147.74,149.43,833616
2021-10-27,145.77,146.76,144.53,145.88,1336903
2021-10-28,147.86,149.14,146.95,147.57,1017198
2021-10-29,147.12,148.44,145.54,147.24,1054825
2021-11-01,149.64,150.64,147.98,148.98,854067
2021-11-02,148.64,149.82,147.38,148.32,1197332
2021-11-03,148.48,150.29,147.16,149.08,815795
2021-11-04,148.96,150.74,147.6,148.88,1059684
2021-11-05,150.63,151.89,147.96,149.81,1160910
2021-11-08,148.23,149.67,146.79,148.32,997039
2021-11-09,149.15,149.97,148.24,148.93,1092200
2021-11-10,147.33,148.44,146.42,147.06,1130065
2021-11-11,148.85,150.58,147.84,149.36,1029683
2021-11-12,148.32,149.7,146.87,148.06,1338345
2021-11-15,148.83,150.09,147.38,149.52,1501571
2021-11-16,150.69,152.53,149.45,151.01,1470570
2021-11-17,150.19,150.93,148.46,149.66,952884
2021-11-18,151.43,152.01,150.9,151.25,1291240
2021-11-19,151.37,152.38,150.46,151.52,1250376
2021-11-22,151.3,153.15,149.61,151.08,1287535
2021-11-23,150.06,151.25,148.56,150.09,1050956
2021-11-24,152.21,152.98,151.1,152.2,1357024
2021-11-25,153.34,154.23,152.21,153.01,1261050
2021-11-26,150.72,153.01,149.1,151.08,1076046
2021-11-29,151.28,152.82,149.59,151.26,1636189
2021-11-30,153.09,153.86,151.92,153.24,921938
2021-12-01,152.01,155.0,149.89,152.81,1350421
2021-12-02,152.75,154.82,151.78,153.21,1057945
2021-12-03,155.31,155.74,153.75,154.52,1245343
2021-12-06,154.1,155.34,152.66,153.91,951438
2021-12-07,153.18,154.81,152.41,153.84,1394196
2021-12-08,154.61,156.84,153.08,155.38,1161545
2021-12-09,154.47,156.33,153.22,154.53,1505567
2021-12-10,154.82,155.93,153.02,154.04,1289861
2021-12-13,154.98,155.81,153.71,155.07,1160269
2021-12-14,157.07,158.52,155.26,156.41,1395866
2021-12-15,157.6,158.57,154.91,157.43,1659215
2021-12-16,157.24,157.91,155.86,157.0,1165291
2021-12-17,159.32,160.8,158.13,159.99,1061700
2021-12-20,159.48,160.29,158.14,159.01,924309
2021-12-21,159.18,159.95,158.45,159.35,1732173
2021-12-22,161.07,161.81,158.97,160.64,1375976
2021-12-23,159.69,161.44,158.93,160.09,1094925
2021-12-24,160.76,161.77,159.32,160.67,1346831
2021-12-27,162.01,163.31,160.78,161.84,798760
2021-12-28,160.4,161.09,158.82,160.48,699102
2021-12-29,162.2,163.23,160.76,162.0,969547
2021-12-30,162.74,163.85,161.65,162.87,1095692
2021-12-31,161.49,163.44,160.72,161.81,1016907
2022-01-03,161.99,162.79,159.97,161.19,1089453
2022-01-04,161.85,163.39,159.88,161.33,1189139
2022-01-05,160.89,162.24,160.21,161.27,951432
2022-01-06,161.98,163.0,160.2,,1163683
2022-01-07,161.73,162.88,160.31,162.1,1224955
2022-01-10,162.65,164.47,160.95,163.24,1086320
2022-01-11,161.81,162.51,160.05,161.29,999420
2022-01-12,162.53,164.28,161.45,163.38,1219164
2022-01-13,162.83,163.55,161.35,162.37,984492
2022-01-14,162.49,163.15,161.23,162.62,1424870
2022-01-17,161.4,162.81,160.77,161.51,951070
2022-01-18,163.57,164.82,162.69,163.37,1132827
2022-01-19,164.45,165.19,163.53,164.16,1451546
2022-01-20,164.14,165.6,163.19,164.55,1296976
2022-01-21,163.03,163.98,161.53,162.67,1179733
2022-01-24,164.2,164.88,162.98,164.14,1122996
2022-01-25,162.62,164.57,160.87,163.25,845435
2022-01-26,162.02,163.06,160.36,162.11,802621
2022-01-27,164.13,164.85,162.69,163.44,1248668
2022-01-28,164.77,165.45,162.8,163.93,1290170
2022-01-31,163.65,164.54,162.6,163.29,1666910
2022-02-01,162.8,164.77,161.73,163.4,1201407
2022-02-02,163.95,164.86,162.39,163.7,906077
2022-02-03,164.62,166.6,162.87,164.2,1181357
2022-02-07,161.17,162.49,159.76,160.78,906962
2022-02-08,163.13,164.58,162.05,162.95,1258828
2022-02-09,163.04,165.03,161.05,163.08,1400203
2022-02-10,161.61,162.66,160.7,161.92,1094509
2022-02-11,162.52,164.87,161.1,163.47,1053805
2022-02-14,164.84,165.63,163.9,164.67,839318
2022-02-15,163.78,165.13,161.89,163.69,1555693
2022-02-16,164.23,165.39,162.9,163.96,1576110
2022-02-17,162.46,164.33,161.32,163.13,1008732
2022-02-18,164.03,165.65,162.15,163.71,1111008
2022-02-21,166.92,168.18,164.54,165.89,977261
2022-02-22,164.49,166.04,163.25,164.45,1103852
2022-02-23,164.82,165.78,163.07,164.85,1170108
2022-02-24,163.66,164.32,161.39,163.5,1235222
2022-02-25,168.65,170.52,166.29,167.64,1364355
2022-02-28,165.84,167.39,164.8,166.35,1511269
2022-03-01,166.61,167.58,165.23,166.51,1159871
2022-03-02,166.98,168.12,165.47,167.38,1051845
2022-03-03,165.9,167.18,164.88,166.18,831643
2022-03-04,168.17,169.35,166.85,168.2,1345601
2022-03-07,167.92,168.52,166.55,167.25,942204
2022-03-08,169.21,169.58,168.02,168.31,1213046
2022-03-09,168.95,169.89,167.91,168.72,1128341
2022-03-10,169.6,170.83,168.34,169.79,1399292
2022-03-11,172.93,174.55,169.79,171.68,1003116
2022-03-14,171.64,173.11,170.29,171.86,1061978
2022-03-15,172.97,174.61,172.08,173.26,1502950
2022-03-16,172.32,174.09,171.44,173.21,1039827
2022-03-17,174.95,176.19,172.42,174.26,1148447
2022-03-18,174.1,175.48,171.93,173.61,1089606
2022-03-21,177.18,178.79,174.63,175.97,995746
2022-03-22,172.1,173.91,171.12,172.8,998855
2022-03-23,176.36,178.03,173.95,175.64,1212256
2022-03-24,175.34,176.4,174.65,175.31,1408337
2022-03-25,174.35,175.68,172.78,173.95,1014440
2022-03-28,175.55,177.53,173.28,176.37,985770
2022-03-29,176.64,177.49,174.69,175.9,1050429
2022-03-30,176.57,177.9,175.27,176.18,1306398
2022-03-31,176.14,177.57,174.86,176.16,1386688
2022-04-01,176.51,177.75,175.37,176.19,1033240
2022-04-04,174.99,176.65,174.33,175.37,1359688
2022-04-05,175.38,176.84,173.78,175.66,834189
2022-04-06,175.54,176.63,173.91,175.77,1102817
2022-04-07,173.42,175.41,172.7,174.35,895001
2022-04-08,174.33,175.57,172.98,173.9,1172453
2022-04-11,175.9,177.04,174.32,175.3,1343858
2022-04-12,174.44,176.3,173.43,174.79,1043796
2022-04-13,174.0,174.48,173.22,173.83,1292951
2022-04-14,173.47,174.75,172.49,173.6,881766
2022-04-15,172.09,173.94,169.96,171.92,1381573
2022-04-18,170.45,172.2,169.18,170.77,993738
2022-04-19,170.17,171.51,168.89,170.61,1074526
2022-04-20,170.69,172.06,168.54,170.16,1262096
2022-04-21,171.55,172.66,170.22,171.58,1483098
2022-04-22,170.99,172.36,168.87,169.98,1598647
2022-04-25,169.51,170.33,168.2,169.49,978025
2022-04-26,166.72,168.3,165.69,167.18,1118604
2022-04-27,169.03,170.01,167.12,168.42,1411782
2022-04-28,171.04,172.21,169.51,170.73,1111120
2022-04-29,168.47,170.18,167.0,168.11,1327540
2022-05-02,169.0,169.84,167.9,168.4,1094508
2022-05-03,166.69,167.45,165.78,167.02,1067436
2022-05-04,168.3,169.69,167.19,168.36,1298037
2022-05-05,167.46,168.61,166.51,167.55,1129073
2022-05-06,167.24,169.0,165.87,167.89,1291631
2022-05-09,169.61,170.79,168.06,169.74,972857
2022-05-10,169.39,171.34,166.66,168.72,1095575
2022-05-11,167.65,168.76,166.47,167.53,1335902
2022-05-12,167.03,168.64,166.16,167.71,1230536
2022-05-13,167.21,169.01,166.62,167.98,904324
2022-05-16,169.57,170.31,167.6,168.74,849266
2022-05-17,168.33,170.14,166.85,168.38,1024975
2022-05-18,167.48,168.97,166.96,167.8,1076381
2022-05-19,169.15,170.44,168.05,169.29,1063240
2022-05-20,167.3,168.77,166.66,168.03,823337
2022-05-23,170.94,171.98,168.78,170.23,1206302
2022-05-24,168.82,170.01,168.1,169.02,1237293
2022-05-25,170.73,171.48,169.27,170.04,1261353
2022-05-26,169.01,170.1,168.26,168.99,1243663
2022-05-27,170.99,172.13,169.47,170.28,1260250
2022-05-30,168.89,169.97,168.09,168.76,1054716
2022-05-31,168.88,169.62,167.24,168.46,1098730
2022-06-01,170.12,171.02,168.26,169.76,1015628
2022-06-02,171.03,172.06,168.82,170.72,1172120
2022-06-03,170.3,171.8,168.68,170.13,877909
2022-06-06,169.69,171.01,168.2,169.81,988908
2022-06-07,171.23,172.73,168.39,170.27,1104355
2022-06-08,170.26,171.64,168.68,170.72,1239174
2022-06-09,170.81,172.79,169.55,170.8,1142344
2022-06-10,173.44,174.15,172.07,173.43,1692016
2022-06-13,174.43,175.63,172.67,174.23,1338458
2022-06-14,172.28,174.0,170.86,172.5,1554674
2022-06-15,171.6,172.03,171.03,171.44,1560314
2022-06-16,172.82,173.85,171.98,172.9,1215710
2022-06-17,172.16,174.47,170.83,172.95,1280218
2022-06-20,175.3,177.64,173.79,175.29,1565729
2022-06-21,171.12,173.11,169.81,171.67,1495171
2022-06-22,171.01,173.64,169.42,171.87,1381319
2022-06-23,172.78,174.36,171.1,172.72,1321496
2022-06-24,171.45,172.75,169.56,171.2,1168509
2022-06-27,171.56,172.14,169.84,171.3,1046044
2022-06-28,171.24,172.61,170.41,170.95,1208509
2022-06-29,170.04,171.89,168.55,171.0,952728
2022-06-30,169.79,172.41,168.73,170.47,1282142
2022-07-01,168.88,169.91,167.28,167.89,1154947
2022-07-04,168.42,170.25,167.29,168.95,1270421
2022-07-05,166.91,167.86,164.98,166.6,1070719
2022-07-06,167.46,169.22,166.13,167.81,1169401
2022-07-07,167.66,168.74,165.65,167.62,1373097
2022-07-08,166.35,168.2,165.03,166.66,1075457
2022-07-11,167.36,168.13,164.98,167.08,1383880
2022-07-12,166.36,167.2,164.91,166.29,864165
2022-07-13,165.53,166.88,164.38,165.76,1476220
2022-07-14,165.09,166.82,164.38,165.61,1318094
2022-07-15,164.66,165.49,163.1,164.52,1070894
2022-07-18,164.74,167.26,163.51,165.34,1257052
2022-07-19,164.34,165.17,163.22,164.13,1005221
2022-07-20,166.37,167.7,163.34,165.06,1043330
2022-07-21,164.07,164.96,162.07,163.39,1331294
2022-07-22,163.77,164.37,161.98,163.41,778425
2022-07-25,162.93,163.78,161.79,162.97,1109927
2022-07-26,163.61,165.72,162.48,164.58,1262320
2022-07-27,161.95,164.21,161.16,162.61,1733857
2022-07-28,161.98,163.46,159.77,161.33,1047780
2022-07-29,160.61,161.72,158.97,161.01,1567525
2022-08-01,157.34,159.24,155.88,157.68,1429474
2022-08-02,158.77,160.24,156.9,158.86,1082166
2022-08-03,160.14,161.76,158.65,160.67,981574
2022-08-04,158.32,160.67,157.14,158.93,899496
2022-08-05,158.86,159.5,157.56,158.89,1104042
2022-08-08,159.25,160.79,157.62,159.7,1072778
2022-08-09,160.18,161.96,158.31,160.55,1403133
2022-08-10,157.83,159.26,156.13,158.22,915765
2022-08-11,159.38,160.11,158.21,159.12,1115833
2022-08-12,160.66,161.64,159.9,160.78,951230
2022-08-15,159.51,161.04,158.05,159.6,1326847
2022-08-16,161.27,162.27,159.29,160.97,1154549
2022-08-17,158.79,160.29,157.57,158.86,1493708
2022-08-18,157.04,157.81,156.03,157.17,1397515
2022-08-19,157.93,158.46,156.67,157.69,1280508
2022-08-22,157.61,159.5,156.31,157.28,1218668
2022-08-23,160.61,161.68,159.44,160.69,1411220
2022-08-24,160.13,160.88,159.05,160.09,1467534
2022-08-25,160.06,161.77,158.02,160.45,1200230
2022-08-26,160.83,162.29,159.93,161.26,1124270
2022-08-29,162.37,163.21,160.96,161.98,1023058
2022-08-30,161.33,162.66,160.13,161.11,935380
2022-08-31,158.87,159.99,157.23,158.65,1573025
2022-09-01,161.92,163.0,160.21,161.78,1192182
2022-09-02,161.66,162.68,159.91,161.64,1305706
2022-09-05,161.74,163.79,160.01,161.39,935417
2022-09-06,161.98,163.24,159.97,161.52,1116060
2022-09-07,160.1,161.31,158.73,159.65,1165830
2022-09-08,162.69,163.38,161.38,162.74,1114855
2022-09-09,161.18,162.11,159.25,160.49,844254
2022-09-12,162.42,163.1,161.33,162.3,1017446
2022-09-13,161.12,162.8,159.66,160.81,1059277
2022-09-14,162.62,163.48,161.19,162.48,1376823
2022-09-15,164.5,166.07,163.22,164.37,1135901
2022-09-16,161.75,163.14,160.57,162.12,1388126
2022-09-19,164.18,165.05,162.09,163.83,1573858
2022-09-20,164.64,165.61,161.07,163.22,1182621
2022-09-21,163.57,165.47,162.85,163.75,1246748
2022-09-22,165.26,166.03,164.71,165.23,1140691
2022-09-23,163.66,164.6,162.85,163.88,1061877
2022-09-26,162.63,163.74,161.59,162.88,1297304
2022-09-27,165.69,166.21,163.61,164.92,1553776
2022-09-28,166.99,167.96,165.8,167.33,1800504
2022-09-29,166.95,168.15,165.57,167.19,1029173
2022-09-30,164.85,166.42,163.56,165.64,1276597
2022-10-03,166.55,168.08,165.48,166.93,1548792
2022-10-04,165.52,166.99,164.59,166.37,1308615
2022-10-05,166.96,168.58,165.51,166.65,1070570
2022-10-06,167.09,168.71,164.6,165.69,1084525
2022-10-07,166.18,167.38,165.7,166.36,1076522
2022-10-10,164.76,166.0,164.39,165.59,1527057
2022-10-11,166.05,166.96,164.0,165.6,1536327
2022-10-12,163.77,164.65,162.69,164.13,1623238
2022-10-13,163.15,164.23,161.16,162.5,1299794
2022-10-14,161.74,163.24,160.99,161.88,969407
2022-10-17,161.68,163.5,160.95,162.0,1180237
2022-10-18,162.33,163.63,161.11,162.42,1516284
2022-10-19,163.19,163.96,161.62,162.81,1529700
2022-10-20,162.16,163.46,160.51,162.28,1123549
2022-10-21,162.47,163.54,161.79,162.72,1133830
2022-10-24,161.91,162.93,160.58,162.01,1306869
2022-10-25,162.26,164.76,161.57,162.9,771003
2022-10-26,163.71,164.3,162.21,163.52,1363897
2022-10-27,161.25,163.08,158.93,162.14,1140533
2022-10-28,163.09,164.91,162.06,163.31,1133119
2022-10-31,164.33,164.95,162.63,163.95,1436788
2022-11-01,163.96,164.76,163.03,163.81,1485758
2022-11-02,164.02,164.91,162.46,163.73,1043174
2022-11-03,164.49,165.43,163.57,164.52,2006840
2022-11-04,165.67,166.51,163.83,165.08,1151476
2022-11-07,167.82,169.37,166.41,167.36,1737092
2022-11-08,168.77,170.07,167.2,168.55,1108550
2022-11-09,167.16,168.53,165.94,166.69,1486351
2022-11-10,169.46,170.18,167.53,169.09,1153900
2022-11-11,169.85,171.25,168.85,170.07,785371
2022-11-14,168.24,169.89,167.35,168.92,1648894
2022-11-15,170.44,171.48,168.41,170.23,1055847
2022-11-16,169.42,171.11,168.34,169.14,1505338
2022-11-17,171.1,172.31,168.62,170.55,1223662
2022-11-18,170.12,171.4,168.35,170.59,1517308
2022-11-21,170.33,171.92,169.58,170.78,1017683
2022-11-22,174.0,174.79,172.55,173.77,1188323
2022-11-23,173.04,173.59,171.99,173.07,1111830
2022-11-24,172.9,174.31,171.42,173.85,1338712
2022-11-25,174.46,175.4,172.98,174.27,1374530
2022-11-28,172.67,174.81,171.77,173.6,1744755
2022-11-29,174.44,176.21,173.46,174.91,786138
2022-11-30,174.37,175.87,172.42,173.7,1644132
2022-12-01,175.04,175.41,172.79,174.12,1554952
2022-12-02,174.99,176.29,174.08,175.6,1483616
2022-12-05,176.42,177.64,175.63,176.58,1439584
2022-12-06,176.55,177.38,175.66,176.52,1182542
2022-12-07,177.95,178.89,176.24,177.06,1503144
2022-12-08,173.18,174.91,172.31,173.43,2155478
2022-12-09,174.05,175.39,173.11,174.29,837550
2022-12-12,178.0,179.26,175.45,177.22,1887139
2022-12-13,177.78,179.73,176.74,177.97,1093429
2022-12-14,176.14,177.23,174.34,175.78,1047811
2022-12-15,176.53,178.71,175.57,177.27,1203958
2022-12-16,177.76,179.3,176.3,177.84,1699233
2022-12-19,176.37,177.72,175.5,177.2,1253988
2022-12-20,176.7,178.01,175.66,177.22,1012560
2022-12-21,177.43,178.38,175.66,177.01,1159774
2022-12-22,177.52,178.34,176.59,177.55,1391176
2022-12-23,178.27,179.47,177.35,178.43,1100627
2022-12-26,178.16,179.94,176.63,178.53,1116585
2022-12-27,178.2,179.48,177.43,178.31,1131877
2022-12-28,179.19,180.46,178.02,179.04,1421957
2022-12-29,180.02,180.93,178.84,179.53,1531227
2022-12-30,178.55,180.79,177.87,179.86,1163222
2023-01-02,180.75,182.4,179.45,181.16,1040210
